case_id;prefix_nr;prefix;probability;alarm;duration_seconds;time_label;variant
205310;36;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > O_SENT_BACK > W_Nabellen offertes > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > A_CANCELLED > O_CANCELLED;0.78;1;2434243.381;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|A_CANCELLED|O_CANCELLED|W_Nabellen incomplete dossiers
206588;12;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes;0.776;1;2746888.104;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED
209120;33;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > O_SENT_BACK > W_Nabellen offertes > W_Valideren aanvraag > W_Valideren aanvraag > W_Valideren aanvraag > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Valideren aanvraag > W_Valideren aanvraag > A_APPROVED > O_ACCEPTED;0.766;1;2131664.129;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Valideren aanvraag|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
205262;7;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED;0.764;1;3115674.216;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|A_APPROVED|A_REGISTERED|O_ACCEPTED|A_ACTIVATED|W_Valideren aanvraag
208103;9;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED;0.762;1;2070656.717;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
205846;17;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > O_SENT_BACK > W_Nabellen offertes > W_Valideren aanvraag > W_Nabellen incomplete dossiers;0.762;1;1905885.725;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|A_DECLINED|O_DECLINED|W_Valideren aanvraag
205803;11;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes;0.76;1;1929189.787;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|A_DECLINED|O_DECLINED|W_Valideren aanvraag
208052;16;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > O_SENT_BACK > W_Nabellen offertes > W_Valideren aanvraag > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers > W_Nabellen incomplete dossiers;0.75;1;2159214.991;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|O_SENT_BACK|W_Nabellen incomplete dossiers|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
204859;22;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > A_ACCEPTED > O_SELECTED > A_FINALIZED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > O_CANCELLED > O_SELECTED > O_CREATED > O_SENT > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes;0.748;1;2560595.626;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|A_ACCEPTED|O_SELECTED|A_FINALIZED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|O_SENT_BACK|W_Nabellen incomplete dossiers|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Valideren aanvraag
207966;1;A_SUBMITTED;0.65;1;2722673.306;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED
204969;1;A_SUBMITTED;0.588;1;1891896.914;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|A_DECLINED|O_DECLINED|W_Valideren aanvraag
207050;11;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > O_SELECTED > A_FINALIZED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes;0.584;1;1985066.687;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|O_SELECTED|A_FINALIZED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|O_ACCEPTED|A_ACTIVATED|A_APPROVED|A_REGISTERED|W_Valideren aanvraag
205912;1;A_SUBMITTED;0.58;1;3046862.786;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|A_CANCELLED|O_CANCELLED|W_Nabellen incomplete dossiers
208619;3;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED;0.558;1;2233437.622;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Valideren aanvraag
207260;9;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT;0.544;1;1974639.948;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
207041;11;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes;0.538;1;2672512.225;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED|W_Nabellen offertes
207254;9;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED;0.536;1;1983585.213;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_DECLINED|O_DECLINED|W_Nabellen offertes
209323;10;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag;0.53;1;1879624.248;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|A_ACTIVATED|A_APPROVED|A_REGISTERED|O_ACCEPTED|W_Valideren aanvraag
207334;1;A_SUBMITTED;0.528;1;2650410.615;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED|W_Nabellen offertes
207212;9;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT;0.522;1;2586024.604;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Valideren aanvraag|W_Nabellen incomplete dossiers|A_CANCELLED|O_CANCELLED|W_Nabellen incomplete dossiers
208172;10;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > A_ACCEPTED > A_FINALIZED > O_SELECTED > O_CREATED > O_SENT > W_Completeren aanvraag;0.52;1;2399333.137;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|O_ACCEPTED|A_ACTIVATED|A_APPROVED|A_REGISTERED|W_Valideren aanvraag
208025;10;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag;0.518;1;2679733.147;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|A_CANCELLED|O_CANCELLED
210086;4;A_SUBMITTED > A_PARTLYSUBMITTED > W_Afhandelen leads > W_Afhandelen leads;0.516;1;2155091.398;high;A_SUBMITTED|A_PARTLYSUBMITTED|W_Afhandelen leads|W_Afhandelen leads|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|A_DECLINED|O_DECLINED|W_Valideren aanvraag
208136;10;A_SUBMITTED > A_PARTLYSUBMITTED > W_Afhandelen leads > W_Afhandelen leads > W_Afhandelen leads > A_PREACCEPTED > W_Afhandelen leads > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag;0.514;1;2758315.79;high;A_SUBMITTED|A_PARTLYSUBMITTED|W_Afhandelen leads|W_Afhandelen leads|W_Afhandelen leads|A_PREACCEPTED|W_Afhandelen leads|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|A_FINALIZED|O_SELECTED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|A_DECLINED|O_DECLINED|W_Valideren aanvraag
207116;20;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > W_Completeren aanvraag > W_Completeren aanvraag > W_Completeren aanvraag > A_ACCEPTED > O_SELECTED > A_FINALIZED > O_CREATED > O_SENT > W_Completeren aanvraag > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > W_Nabellen offertes > O_SENT_BACK > W_Nabellen offertes > W_Valideren aanvraag;0.51;1;2499927.066;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|W_Completeren aanvraag|W_Completeren aanvraag|W_Completeren aanvraag|A_ACCEPTED|O_SELECTED|A_FINALIZED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Valideren aanvraag|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|A_DECLINED|O_DECLINED|W_Valideren aanvraag
207215;9;A_SUBMITTED > A_PARTLYSUBMITTED > A_PREACCEPTED > A_ACCEPTED > O_SELECTED > A_FINALIZED > O_CREATED > O_SENT > W_Completeren aanvraag;0.51;1;1799345.432;high;A_SUBMITTED|A_PARTLYSUBMITTED|A_PREACCEPTED|A_ACCEPTED|O_SELECTED|A_FINALIZED|O_CREATED|O_SENT|W_Completeren aanvraag|W_Nabellen offertes|O_SENT_BACK|W_Nabellen offertes|W_Valideren aanvraag|O_CANCELLED|O_SELECTED|O_CREATED|O_SENT|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|W_Nabellen incomplete dossiers|O_SENT_BACK|W_Nabellen incomplete dossiers|A_APPROVED|O_ACCEPTED|A_ACTIVATED|A_REGISTERED|W_Valideren aanvraag
