state,last_action_name,OrganizationalEntity,TaskNumber,Overspent,Cost Type_0,Project_0,Resource,Role,ProjectNumber,ActivityNumber,travel permit number,BudgetNumber,DeclarationNumber_0,RfpNumber_0,Task_0,TotalDeclared,RequestedAmount_0,RequestedBudget,OverspentAmount,execution_time_minutes
92,start,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,181.8943533697632,133.0528233151184,1090.1930783242258,110.82513661202186,829.9908925318762,0.0,0.0,839.0271894295186,297.9781420765027,1077.245163201954,-192.48852601742593,98086.42331511839
93,Permit SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,180.0719298245614,132.6315789473684,1092.9298245614036,110.76315789473684,832.0543859649123,0.0,0.0,840.2497458460683,297.3438596491228,1070.38554140236,-187.1529434503284,98398.11213450294
94,Permit APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,180.99108734402853,132.52941176470588,1091.3868092691623,110.94295900178253,830.8805704099822,0.0,0.0,835.5173950868938,297.27985739750443,1073.1667705918696,-191.41011960908955,98310.8118835413
95,Permit FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,179.95874263261297,133.19449901768172,1089.7603143418467,109.24557956777996,829.6129666011788,0.0,0.0,751.5123044460189,315.1100196463654,923.4633291179188,-132.90214670233482,95146.7669941061
96,Start trip,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,181.8943533697632,133.0528233151184,1090.1930783242258,110.82513661202186,829.9908925318762,0.0,0.0,839.0271894295186,297.9781420765027,1077.245163201954,-192.48852601742593,98086.42331511839
97,End trip,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,181.8943533697632,133.0528233151184,1090.1930783242258,110.82513661202186,829.9908925318762,0.0,0.0,839.0271894295186,297.9781420765027,1077.245163201954,-192.48852601742593,98086.42331511839
98,Declaration SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,170.97748344370862,131.75894039735098,1097.3271523178807,109.71258278145696,835.4569536423841,0.0,0.0,891.2919911099067,304.2026490066225,1141.4815836165376,-188.61179572886337,108200.70717439293
99,Declaration APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,176.98625429553263,132.56872852233678,1091.1958762886597,111.77835051546391,830.6993127147766,0.0,0.0,847.0101085284128,296.0446735395189,1096.9362350803892,-196.51216850578848,106140.1615120275
100,Declaration FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,174.85585585585585,132.45225225225226,1090.336936936937,110.96216216216216,830.0216216216216,0.0,0.0,785.05681076722,301.2720720720721,1032.5412017909878,-197.22252771519533,105471.05666666667
101,Request Payment,organizational unit 65456,task 427,False,missing,missing,SYSTEM,UNDEFINED,178.14385964912282,132.43333333333334,1092.061403508772,111.95614035087719,831.3701754385964,0.0,0.0,844.6117562387751,293.58245614035087,1092.8812785337725,-192.5617263064033,105778.16163742689
102,Payment Handled,organizational unit 65456,task 427,False,missing,missing,SYSTEM,UNDEFINED,178.14385964912282,132.43333333333334,1092.061403508772,111.95614035087719,831.3701754385964,0.0,0.0,844.6117562387751,293.58245614035087,1092.8812785337725,-192.5617263064033,105778.16163742689
103,archive_application,organizational unit 65456,task 427,False,missing,missing,SYSTEM,UNDEFINED,181.8943533697632,133.0528233151184,1090.1930783242258,110.82513661202186,829.9908925318762,0.0,0.0,839.0271894295186,297.9781420765027,1077.245163201954,-192.48852601742593,98086.42331511839
104,Permit APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,178.52307692307693,130.05641025641026,1097.7076923076922,108.08717948717948,835.8358974358974,0.0,0.0,852.3450916788648,306.8666666666667,1148.2646221769687,-248.818088346522,111418.86008547009
105,Declaration APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,171.256038647343,130.41062801932367,1099.5797101449275,108.55555555555556,837.1884057971015,0.0,0.0,862.0913028770539,312.3768115942029,1141.8700584716694,-239.82014661492616,117850.97157809984
106,Permit APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,206.525,131.25,1095.7,130.925,834.8,0.0,0.0,1952.6541008445533,79.975,3034.119001921305,-950.7252028019604,135493.55
107,Permit FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,DIRECTOR,206.525,131.25,1095.7,130.925,834.8,0.0,0.0,1952.6541008445533,79.975,3034.119001921305,-950.7252028019604,135493.55
108,Declaration REJECTED by ADMINISTRATION,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,151.63953488372093,129.50581395348837,1117.2732558139535,102.76162790697674,850.9651162790698,0.0,0.0,1038.7855461762178,333.5755813953488,1286.530714699729,-162.56104432876432,114923.3203488372
109,Declaration REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,149.15469613259668,129.97790055248618,1113.46408839779,103.25966850828729,848.0,0.0,0.0,1039.7590765264702,337.585635359116,1286.2400506088184,-164.28220662988346,114851.56823204421
110,Permit REJECTED by SUPERVISOR,organizational unit 65456,missing,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,184.88888888888889,118.33333333333333,1160.7777777777778,106.0,3170.0,158.0,68.44444444444444,1943.7082899369182,975.3373675953658,3317.2588532364207,-1638.3161926643213,169160.85925925928
111,Permit REJECTED by EMPLOYEE,organizational unit 65458,missing,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,133.55555555555554,116.55555555555556,1396.8333333333333,110.94444444444444,3170.0,209.22222222222223,44.22222222222222,1676.8342201696416,840.5332309524525,2498.943051213165,-839.0064339932458,177234.35277777776
112,Request For Payment APPROVED by SUPERVISOR,organizational unit 65458,missing,True,0.0,project 503,STAFF MEMBER,SUPERVISOR,83.88888888888889,139.0,1203.6666666666667,133.88888888888889,3170.0,261.3333333333333,40.111111111111114,2988.52065538586,2395.771441800782,3185.734879612106,-703.2088395118585,192015.08148148147
113,Request For Payment FINAL_APPROVED by DIRECTOR,organizational unit 65458,missing,True,0.0,project 503,STAFF MEMBER,DIRECTOR,83.88888888888889,139.0,1203.6666666666667,133.88888888888889,3170.0,261.3333333333333,40.111111111111114,2988.52065538586,2395.771441800782,3185.734879612106,-703.2088395118585,192015.08148148147
114,Declaration REJECTED by BUDGET OWNER,organizational unit 65456,missing,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,77.5,139.0,792.0,84.0,3170.0,170.0,80.0,2776.1163242592957,1840.694963794287,2988.0844289942493,-645.6603514518822,137818.23333333334
115,Send Reminder,organizational unit 65458,missing,False,missing,missing,SYSTEM,UNDEFINED,95.47169811320755,127.05660377358491,1093.9622641509434,93.56603773584905,832.3018867924528,0.0,0.0,612.8616896161287,225.16981132075472,890.6405910350522,-212.0543313574604,154982.04182389937
116,Send Reminder,organizational unit 65454,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,181.56,130.77333333333334,1428.76,118.54666666666667,3170.0,256.68,73.72,1001.917548098641,644.4154536441335,1645.0461150334054,-831.0246292670727,234010.1651111111
117,Declaration REJECTED by SUPERVISOR,organizational unit 65454,missing,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,71.0,139.0,1010.25,145.5,3170.0,175.25,0.0,1393.9213554719008,573.8299025672771,1402.7535573445882,438.9013570708216,163186.875
118,Declaration SAVED by EMPLOYEE,organizational unit 65455,missing,False,missing,missing,STAFF MEMBER,EMPLOYEE,0.0,139.0,1043.5,67.0,795.0,0.0,0.0,665.0869304570041,34.0,1004.2365283615446,-160.61910955334886,39976.29166666667
119,Declaration APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,299.8,131.73333333333332,1155.8666666666666,148.73333333333332,881.2666666666667,0.0,0.0,3048.1447386863174,9.066666666666666,3325.464118016809,-20.112074181098237,117141.04555555555
120,Declaration FINAL_APPROVED by DIRECTOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,DIRECTOR,299.8,131.73333333333332,1155.8666666666666,148.73333333333332,881.2666666666667,0.0,0.0,3048.1447386863174,9.066666666666666,3325.464118016809,-20.112074181098237,117141.04555555555
121,Declaration REJECTED by BUDGET OWNER,organizational unit 65466,missing,False,missing,missing,STAFF MEMBER,BUDGET OWNER,44.5,139.0,970.8333333333334,46.333333333333336,739.5,0.0,0.0,1201.415239051483,498.3333333333333,1727.0810962293826,-449.61140770146784,134967.4361111111
122,Permit REJECTED by SUPERVISOR,organizational unit 65456,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,115.0,114.5,1143.25,123.125,869.125,0.0,0.0,882.579956150011,255.125,1147.591516208987,-164.16122847831156,123699.07291666666
123,Permit REJECTED by EMPLOYEE,organizational unit 65454,missing,False,missing,missing,STAFF MEMBER,EMPLOYEE,132.42857142857142,121.61904761904762,1164.4761904761904,109.14285714285714,886.0,0.0,0.0,872.210863593011,280.76190476190476,891.05542864154,-47.66557062477855,106546.54841269841
124,Request For Payment SAVED by EMPLOYEE,organizational unit 65464,missing,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,103.5,139.0,1262.25,138.25,3170.0,66.75,39.5,2041.4415007273635,566.5521396141996,1532.070823809976,-315.21223075234093,141069.5375
125,Declaration REJECTED by SUPERVISOR,organizational unit 65455,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,199.5,139.0,1129.3333333333333,160.33333333333334,858.1666666666666,0.0,0.0,720.4484455209171,327.6666666666667,852.0122458599864,-318.7049382517011,111702.875
126,Permit REJECTED by BUDGET OWNER,organizational unit 65454,missing,False,missing,missing,STAFF MEMBER,BUDGET OWNER,189.0,96.75,1151.5,102.75,876.5,0.0,0.0,259.67299943539405,285.75,364.5578936235256,-97.89662232647835,78331.62083333333
127,Declaration APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,277.75,139.0,1303.5,169.75,3170.0,281.5,123.5,3054.532941132401,1105.135539022553,3785.8460748203843,-570.2013658397334,174264.5875
128,Declaration REJECTED by DIRECTOR,organizational unit 65458,task 427,False,0.0,project 503,STAFF MEMBER,DIRECTOR,303.0,139.0,926.0,176.0,3170.0,201.0,108.0,2301.806873903792,1911.064343251713,3041.2636860349835,-703.9049003429743,286624.01666666666
129,Request For Payment REJECTED by SUPERVISOR,organizational unit 65454,missing,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,102.0,109.66666666666667,1218.6666666666667,60.0,3170.0,264.3333333333333,36.333333333333336,3810.5984323603548,974.1543555804868,2910.0647067787536,-1074.2865023927498,139699.14444444442
130,Permit REJECTED by ADMINISTRATION,organizational unit 65457,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,246.66666666666666,139.0,1483.0,147.66666666666666,3170.0,184.33333333333334,60.0,1459.1444042794349,758.7995350484692,1509.7836907426672,-28.795568897310897,193788.37777777776
131,Declaration SAVED by EMPLOYEE,organizational unit 65454,missing,False,0.0,missing,STAFF MEMBER,EMPLOYEE,139.5,139.0,1465.0,145.5,3170.0,107.5,0.0,1224.0446755954554,643.7102739227979,1064.9866465349405,-165.9563176060152,113791.03333333333
132,Permit REJECTED by ADMINISTRATION,organizational unit 65454,missing,True,missing,missing,STAFF MEMBER,ADMINISTRATION,122.77777777777777,139.0,1189.111111111111,99.55555555555556,905.2222222222222,0.0,0.0,1135.2329431679518,301.3333333333333,897.0222552562605,78.21103711245067,103839.82777777778
133,Declaration FINAL_APPROVED by DIRECTOR,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,DIRECTOR,269.3333333333333,139.0,1429.3333333333333,167.66666666666666,3170.0,308.3333333333333,128.66666666666666,3305.4416302086033,836.4926042794999,4034.0402044155176,-525.6335210053198,136811.44444444444
134,Request For Payment REJECTED by BUDGET OWNER,organizational unit 65454,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,385.0,139.0,1361.0,193.0,3170.0,0.0,146.5,1315.5036286985694,342.5420283920114,854.6757343739835,-727.688016667522,113713.38333333333
135,Permit REJECTED by BUDGET OWNER,organizational unit 65458,missing,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,0.0,102.66666666666667,1707.8333333333333,100.0,3170.0,298.5,0.0,1385.3680234638305,679.1938739400744,1766.0490284135312,-45.147228534600366,181067.58055555556
136,start,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,196.5371747211896,133.20817843866172,1795.4758364312268,104.1914498141264,1373.5018587360594,0.0,0.0,864.2818971564928,292.12453531598516,1121.0740717594251,-220.57524595901845,99670.66468401486
137,Permit SUBMITTED by EMPLOYEE,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,196.2057761732852,133.17870036101084,1793.4314079422384,105.18050541516246,1371.9332129963898,0.0,0.0,866.2475294184086,297.9945848375451,1130.073919362825,-222.5945858055055,99920.98910950663
138,Permit APPROVED by ADMINISTRATION,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,197.6087751371115,133.10420475319927,1794.9524680073125,104.89031078610603,1373.1023765996345,0.0,0.0,867.8630223624659,295.21937842778794,1130.5925248296105,-220.94784810419657,99950.26870810482
139,Permit REJECTED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,396.6,139.0,1775.4,182.4,1357.4,0.0,0.0,1119.6760872129462,520.4,1316.9002649476756,-196.52827464381636,131431.32666666666
140,Permit REJECTED by EMPLOYEE,organizational unit 65456,missing,False,missing,missing,STAFF MEMBER,EMPLOYEE,155.33333333333334,131.73333333333332,1727.6,135.93333333333334,1321.2,0.0,0.0,949.4461066103715,528.4,1410.5842461556147,-306.73956581317873,107583.1622222222
141,Permit FINAL_APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,197.968,133.064,1795.666,102.776,1373.678,0.0,0.0,749.0703661507868,309.57,928.3314840875303,-154.68955704794007,95629.15613333332
142,Start trip,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,196.5371747211896,133.20817843866172,1795.4758364312268,104.1914498141264,1373.5018587360594,0.0,0.0,864.2818971564928,292.12453531598516,1121.0740717594251,-220.57524595901845,99670.66468401486
143,End trip,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,196.5371747211896,133.20817843866172,1795.4758364312268,104.1914498141264,1373.5018587360594,0.0,0.0,864.2818971564928,292.12453531598516,1121.0740717594251,-220.57524595901845,99670.66468401486
144,Declaration SUBMITTED by EMPLOYEE,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,185.37227214377407,132.62259306803594,1801.3260590500643,103.59820282413351,1377.9139922978177,0.0,0.0,986.1246224817925,299.1758664955071,1199.8911077673845,-186.55251473338768,110649.5635643988
145,Declaration APPROVED by ADMINISTRATION,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,190.46587030716722,133.09897610921502,1798.882252559727,103.42491467576792,1376.0938566552902,0.0,0.0,907.2667962491664,291.58191126279866,1134.2778483918432,-193.23609996454843,107672.63649032993
146,Declaration FINAL_APPROVED by SUPERVISOR,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,192.01258992805757,132.95143884892087,1800.7517985611512,102.54856115107914,1377.5485611510792,0.0,0.0,827.3612899725698,298.98201438848923,1034.794974284963,-190.01167296035786,105218.22152278178
147,Request Payment,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,191.32456140350877,133.1,1799.3263157894737,103.38070175438597,1376.4456140350878,0.0,0.0,890.8375970627322,290.72280701754386,1117.052058472618,-191.65929320992268,105885.90692982456
148,Payment Handled,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,191.67950963222418,133.11033274956216,1798.725043782837,103.2399299474606,1375.984238178634,0.0,0.0,890.9342359768401,291.1278458844133,1116.4563718271484,-190.77199339626998,106331.68908347929
149,archive_application,organizational unit 65458,task 427,False,missing,missing,SYSTEM,UNDEFINED,196.5371747211896,133.20817843866172,1795.4758364312268,104.1914498141264,1373.5018587360594,0.0,0.0,864.2818971564928,292.12453531598516,1121.0740717594251,-220.57524595901845,99670.66468401486
150,Permit APPROVED by BUDGET OWNER,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,184.74874371859298,134.92964824120602,1801.6884422110552,107.08040201005025,1378.2562814070352,0.0,0.0,950.850962542655,299.3316582914573,1179.425588763779,-219.7403370976779,107914.63073701842
151,Declaration APPROVED by BUDGET OWNER,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,BUDGET OWNER,178.77358490566039,134.30188679245282,1804.3584905660377,106.19339622641509,1380.316037735849,0.0,0.0,916.4123722362427,295.438679245283,1156.6588373895675,-234.5640763464053,110659.23011006288
152,Declaration REJECTED by ADMINISTRATION,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,ADMINISTRATION,169.90673575129534,131.1761658031088,1808.7461139896373,104.12435233160622,1383.440414507772,0.0,0.0,1225.558229592253,322.23316062176167,1399.1106414154008,-166.25934921286856,119688.31623488772
153,Declaration REJECTED by EMPLOYEE,organizational unit 65458,task 427,False,missing,missing,STAFF MEMBER,EMPLOYEE,170.51707317073172,131.17073170731706,1807.029268292683,104.85853658536585,1382.1414634146342,0.0,0.0,1260.5133234989012,319.809756097561,1440.563272550442,-174.66105235634802,121856.69991869919
154,Permit APPROVED by SUPERVISOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,177.71052631578948,135.10526315789474,1792.9736842105262,122.8157894736842,1371.1842105263158,0.0,0.0,2380.2230945999963,62.578947368421055,3657.1607516527806,-1087.4922053153127,152848.40877192985
155,Permit FINAL_APPROVED by DIRECTOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,DIRECTOR,177.71052631578948,135.10526315789474,1792.9736842105262,122.8157894736842,1371.1842105263158,0.0,0.0,2380.2230945999963,62.578947368421055,3657.1607516527806,-1087.4922053153127,152848.40877192985
156,Send Reminder,organizational unit 65458,missing,False,missing,missing,SYSTEM,UNDEFINED,180.0,134.77272727272728,1811.2045454545455,106.18181818181819,1385.25,0.0,0.0,745.5508557278804,243.54545454545453,933.3626318527035,-254.68340487204713,159061.7113636364
157,Declaration REJECTED by SUPERVISOR,organizational unit 65456,task 427,False,missing,missing,STAFF MEMBER,SUPERVISOR,216.4,133.4,1814.9,110.5,1387.7,0.0,0.0,1424.1120453063527,324.3,1686.9946043436316,-229.21464656014388,112419.88833333334
158,Declaration APPROVED by SUPERVISOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,SUPERVISOR,179.33333333333334,139.0,1723.6,128.86666666666667,1318.0,0.0,0.0,3247.371434535125,0.0,4143.37217405748,-218.95453755407894,147604.22
159,Declaration FINAL_APPROVED by DIRECTOR,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,DIRECTOR,179.33333333333334,139.0,1723.6,128.86666666666667,1318.0,0.0,0.0,3247.371434535125,0.0,4143.37217405748,-218.95453755407894,147604.22
160,Permit REJECTED by ADMINISTRATION,organizational unit 65454,missing,False,missing,missing,STAFF MEMBER,ADMINISTRATION,86.57142857142857,139.0,1674.5714285714287,127.85714285714286,1280.5714285714287,0.0,0.0,740.0082950756406,514.8571428571429,1089.5486064583088,-351.2753747506441,97632.99761904763
161,Declaration REJECTED by BUDGET OWNER,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,BUDGET OWNER,0.0,131.2,1784.8,110.4,1365.4,0.0,0.0,1738.7546812344524,278.0,2064.05696017645,-402.6799768707584,251314.32666666666
162,Permit REJECTED by BUDGET OWNER,organizational unit 65458,missing,False,missing,missing,STAFF MEMBER,BUDGET OWNER,93.0,111.75,1749.0,102.0,1339.0,0.0,0.0,1034.7580315027194,430.0,2177.9397876219487,-301.5873034561318,98205.6875
163,Permit REJECTED by DIRECTOR,organizational unit 65464,task 427,False,missing,missing,STAFF MEMBER,DIRECTOR,1.0,139.0,0.0,77.0,3170.0,0.0,0.0,0.0,0.0,2805.049278064201,-2951.8211699813714,75518.94999999998
164,Permit REJECTED by MISSING,organizational unit 65455,missing,False,missing,missing,STAFF MEMBER,missing,164.26530612244898,138.44897959183675,0.02040816326530612,136.20408163265307,3141.2244897959185,102.87755102040816,26.142857142857142,313.9749166340335,216.88524580511074,1091.227295157329,-783.0910015928714,139953.1380952381
165,Permit FOR_APPROVAL by ADMINISTRATION,organizational unit 65461,missing,False,missing,missing,STAFF MEMBER,ADMINISTRATION,0.0,140.0,1.0,206.0,3170.0,0.0,0.0,0.0,0.0,2.165180826545111,-4.007105962057807,162389.88333333333
166,start,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,254.68493150684932,134.97260273972603,2585.9623287671234,108.13356164383562,3170.0,529.6780821917808,108.83561643835617,6514.126504301935,2369.929516195887,1759.351874374666,4678.173424036556,146104.05319634703
167,Permit SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,252.02875399361022,134.38338658146964,2584.821086261981,108.6261980830671,3170.0,517.2172523961661,106.76996805111821,6141.559013476135,2247.356709915925,1723.997774393288,4350.120161639717,147160.70798722046
168,Permit APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,251.81699346405227,134.80065359477123,2585.2418300653594,108.95098039215686,3170.0,520.8888888888889,107.37908496732027,6242.060889391878,2279.2798290412447,1721.1550670309841,4454.170816484279,146881.25059912854
169,Permit FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,255.41666666666666,134.8015873015873,2567.277777777778,104.73015873015873,3170.0,522.6428571428571,110.22619047619048,7085.752201390992,2574.808392519002,1429.2076058320451,5589.613255932586,142682.6798941799
170,Request For Payment SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,265.3772727272727,134.38181818181818,2600.7431818181817,108.7909090909091,3170.0,546.4522727272728,117.15454545454546,11620.271087532117,3968.173954101972,1880.4342671379502,9645.863276527134,150949.36787878786
171,Request For Payment APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,272.33862433862436,134.73280423280423,2603.441798941799,108.77513227513228,3170.0,558.952380952381,118.43386243386243,13217.805407668942,4473.48360607878,1900.772860457502,11238.160224793986,152811.22826278658
172,Request For Payment FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,277.3633879781421,135.16666666666666,2610.8852459016393,109.60655737704919,3170.0,561.9180327868852,119.40437158469945,9565.521607891995,3288.7007082757777,1841.8981237452851,7647.646483778816,152056.5790528233
173,Request Payment,organizational unit 65456,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,274.1592356687898,135.12101910828025,2614.2547770700635,109.68949044585987,3170.0,555.7356687898089,117.45222929936305,6285.677338777957,2222.706839405598,1829.4786376622123,4375.800544758189,146933.74848726115
174,Payment Handled,organizational unit 65456,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,274.1592356687898,135.12101910828025,2614.2547770700635,109.68949044585987,3170.0,555.7356687898089,117.45222929936305,6285.677338777957,2222.706839405598,1829.4786376622123,4375.800544758189,146933.74848726115
175,Start trip,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,254.68493150684932,134.97260273972603,2585.9623287671234,108.13356164383562,3170.0,529.6780821917808,108.83561643835617,6514.126504301935,2369.929516195887,1759.351874374666,4678.173424036556,146104.05319634703
176,End trip,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,254.68493150684932,134.97260273972603,2585.9623287671234,108.13356164383562,3170.0,529.6780821917808,108.83561643835617,6514.126504301935,2369.929516195887,1759.351874374666,4678.173424036556,146104.05319634703
177,Send Reminder,organizational unit 65456,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,234.327868852459,136.39344262295083,2468.0491803278687,102.18032786885246,3170.0,425.8524590163934,84.78688524590164,48708.46809979431,16169.697148902884,1335.5320905302792,47423.45688278952,206825.31693989076
178,Declaration SUBMITTED by EMPLOYEE,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,283.90207715133533,135.09495548961425,2629.26706231454,110.70029673590504,3170.0,552.9258160237389,122.20474777448071,1612.0978670694092,719.307345622769,1737.1840363979175,-209.88231320006912,140571.82571711176
179,Declaration APPROVED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,274.4962121212121,134.95454545454547,2622.784090909091,111.60227272727273,3170.0,548.1325757575758,116.4659090909091,1614.717484470104,715.4367055907071,1715.3035249921227,-185.14858263047347,138584.0779040404
180,Declaration FINAL_APPROVED by SUPERVISOR,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,SUPERVISOR,277.98809523809524,135.18253968253967,2622.3928571428573,110.13492063492063,3170.0,549.5238095238095,117.61904761904762,1559.9158906947096,701.21071740557,1676.122394561459,-210.42817591060188,139008.83392857143
181,archive_application,organizational unit 65456,task 427,False,0.0,project 503,SYSTEM,UNDEFINED,254.68493150684932,134.97260273972603,2585.9623287671234,108.13356164383562,3170.0,529.6780821917808,108.83561643835617,6514.126504301935,2369.929516195887,1759.351874374666,4678.173424036556,146104.05319634703
182,Permit APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,252.8706896551724,132.8793103448276,2614.7586206896553,93.41379310344827,3170.0,521.25,100.45689655172414,13892.827882045089,4777.396470974604,1531.4555862030597,12434.383425351802,147529.70790229886
183,Request For Payment APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,277.4109589041096,132.78082191780823,2624.171232876712,92.1917808219178,3170.0,555.9794520547945,114.42465753424658,21391.233829175453,7155.935408309393,1640.8888997268919,19864.783702069166,151079.54543378996
184,Declaration APPROVED by BUDGET OWNER,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,BUDGET OWNER,276.3980582524272,132.1359223300971,2662.4757281553398,100.62135922330097,3170.0,558.5922330097087,110.80582524271844,1409.1926582491733,651.1617601537862,1528.4816965071714,-63.22631815044609,143186.77394822004
185,Declaration REJECTED by ADMINISTRATION,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,ADMINISTRATION,320.56944444444446,135.55555555555554,2656.472222222222,106.93055555555556,3170.0,571.0694444444445,144.31944444444446,1612.261282524686,735.252611193126,1819.7152082637617,-299.02635652025293,147969.96504629627
186,Declaration REJECTED by EMPLOYEE,organizational unit 65456,task 427,False,0.0,project 503,STAFF MEMBER,EMPLOYEE,312.6923076923077,134.46153846153845,2664.0128205128203,113.44871794871794,3170.0,573.3076923076923,139.5,1595.4603150362743,735.6719771992794,1815.7453045142238,-298.8143049321811,145232.2455128205
