state,last_action_name,Permit TaskNumber,Permit OrganizationalEntity,Resource,Role,DeclarationNumber,Permit travel permit number,travel permit number,Permit BudgetNumber,Permit ProjectNumber,Permit ID,Permit id,BudgetNumber,Amount,RequestedAmount,OriginalAmount,Permit RequestedBudget,AdjustedAmount,execution_time_minutes,initial
88,Declaration REJECTED by ADMINISTRATION,task 427,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,668.6132596685082,989.1160220994475,677.6906077348066,109.353591160221,232.52486187845304,666.9944751381215,987.3591160220994,401.1160220994475,984.1990940196978,984.1990940196978,984.1990940196978,1303.7054487957842,984.1990940196978,124167.88167587479,False
89,Declaration APPROVED by ADMINISTRATION,task 427,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,763.2253521126761,823.8239436619718,772.3010563380282,110.84859154929578,200.73591549295776,761.125,822.5721830985915,426.8257042253521,828.699418636541,828.699418636541,828.699418636541,1209.4112805522213,828.699418636541,113916.64269366197,False
90,Declaration APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,749.4905660377359,817.4764150943396,758.7311320754717,106.30660377358491,206.00471698113208,747.5801886792453,816.2075471698113,420.75,848.6874602475507,848.6874602475507,848.6874602475507,1244.9560381105682,848.6874602475505,114678.48018867927,False
91,Declaration APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,688.5294117647059,890.7647058823529,697.7647058823529,151.52941176470588,212.64705882352942,686.9411764705883,889.2352941176471,367.8235294117647,2534.7249089623956,2534.7249089623956,2534.7249089623956,2157.788519704955,2534.7249089623956,134057.35784313723,False
92,Declaration FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,671.8125,891.125,681.125,150.375,207.1875,670.375,889.5625,368.0625,2668.72380760679,2668.72380760679,2668.72380760679,2102.571321809328,2668.72380760679,124521.94166666665,False
93,Declaration REJECTED by BUDGET OWNER,missing,organizational unit 65460,STAFF MEMBER,BUDGET OWNER,738.6666666666666,837.7777777777778,748.3333333333334,80.11111111111111,128.11111111111111,737.2222222222222,836.4444444444445,435.77777777777777,1420.1825808665656,1420.1825808665656,1420.1825808665656,1325.288263626165,1420.1825808665656,126727.54074074075,False
94,Send Reminder,task 427,organizational unit 65458,SYSTEM,UNDEFINED,4241.0,111.3076923076923,128.46153846153845,116.84615384615384,281.0769230769231,126.0,110.3076923076923,423.7692307692308,0.0,0.0,0.0,837.5080641963378,0.0,128018.55769230769,False
95,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,808.3636363636364,739.1760154738878,817.588007736944,109.8027079303675,178.1779497098646,806.1798839458414,738.1798839458414,440.25531914893617,788.2020966790716,788.2020966790716,788.2020966790716,1235.2508708657351,788.2020966790716,116163.96486137975,False
96,Permit APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,807.6887159533073,738.5097276264592,816.9202334630351,109.31906614785993,178.9727626459144,805.511673151751,737.511673151751,440.47665369649803,779.7979588993277,779.7979588993277,779.7979588993277,1227.9979717747653,779.7979588993278,116238.22373540857,False
97,Permit APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,781.99,713.09,791.43,102.05,177.23,780.095,712.095,431.625,786.2861594498567,786.2861594498567,786.2861594498567,1241.8549079528727,786.2861594498567,123093.01100000001,False
98,Permit FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,810.9333333333333,741.7777777777778,820.1977777777778,107.29333333333334,182.46666666666667,808.7844444444445,740.7844444444445,443.28444444444443,699.6895325833692,699.6895325833692,699.6895325833692,1038.1718723800846,699.6895325833691,109829.65244444444,False
99,Permit APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,790.0196078431372,720.4509803921569,798.7843137254902,134.47058823529412,160.2941176470588,787.4117647058823,719.4117647058823,421.4313725490196,1544.6652182739635,1544.6652182739635,1544.6652182739635,2888.727183256715,1544.6652182739635,146597.45,False
100,Permit FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,790.0196078431372,720.4509803921569,798.7843137254902,134.47058823529412,160.2941176470588,787.4117647058823,719.4117647058823,421.4313725490196,1544.6652182739635,1544.6652182739635,1544.6652182739635,2888.727183256715,1544.6652182739635,146597.45,False
101,Send Reminder,task 427,organizational unit 65458,SYSTEM,UNDEFINED,796.6190476190476,727.6666666666666,806.047619047619,100.16666666666667,147.88095238095238,794.6666666666666,726.6666666666666,400.7142857142857,614.488508317605,614.488508317605,614.488508317605,957.9230179272473,614.488508317605,195453.17103174602,False
102,Permit REJECTED by ADMINISTRATION,task 427,organizational unit 65459,STAFF MEMBER,ADMINISTRATION,4241.0,494.0,572.0,194.0,202.0,561.0,493.0,411.0,0.0,0.0,0.0,1063.9779864710783,0.0,102923.71666666666,False
103,Permit REJECTED by EMPLOYEE,missing,organizational unit 65456,STAFF MEMBER,EMPLOYEE,4241.0,593.5,671.5,108.0,101.0,660.5,592.5,397.0,0.0,0.0,0.0,3281.182120178425,0.0,133368.06666666665,False
104,Permit REJECTED by SUPERVISOR,missing,organizational unit 65466,STAFF MEMBER,SUPERVISOR,751.25,683.0833333333334,761.4166666666666,73.33333333333333,80.16666666666667,750.0833333333334,682.0833333333334,406.4166666666667,578.5351156395371,578.5351156395371,578.5351156395371,1344.6027052426648,578.5351156395371,231353.86388888894,False
105,Permit REJECTED by EMPLOYEE,missing,organizational unit 65466,STAFF MEMBER,EMPLOYEE,794.5625,725.6875,804.125,101.75,114.5625,792.75,724.75,415.0625,866.3917617869804,866.3917617869804,866.3917617869804,1507.6419575284156,866.3917617869804,197309.76770833333,False
106,Permit REJECTED by ADMINISTRATION,missing,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,924.0,853.3333333333334,932.0,192.66666666666666,42.0,920.6666666666666,852.6666666666666,402.3333333333333,2228.1110362751733,2228.1110362751733,2228.1110362751733,2477.914248451901,2228.1110362751733,103440.94444444444,False
107,Permit REJECTED by SUPERVISOR,missing,organizational unit 65456,STAFF MEMBER,SUPERVISOR,4241.0,693.0,771.0,22.0,0.0,760.0,692.0,383.0,0.0,0.0,0.0,5498.386253885772,0.0,163812.41666666666,False
108,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,4241.04,1163.16,1242.36,107.24,157.12,1230.08,1162.08,453.44,10.97991358940736,10.97991358940736,10.97991358940736,1320.274786048941,10.97991358940736,119741.29533333333,False
109,Permit APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,4241.041666666667,1161.125,1240.3333333333333,104.83333333333333,163.66666666666666,1228.0416666666667,1160.0416666666667,454.75,11.437409988966001,11.437409988966001,11.437409988966001,1352.7404004347416,11.437409988966001,119349.46458333335,False
110,Permit FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,4241.045454545455,1183.6363636363637,1262.8636363636363,97.68181818181819,163.86363636363637,1250.5454545454545,1182.5454545454545,454.59090909090907,12.477174533417456,12.477174533417456,12.477174533417456,1232.575410292583,12.477174533417456,117802.11893939394,False
111,Permit APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,4241.0,1109.6363636363637,1188.8181818181818,126.63636363636364,175.72727272727272,1176.5454545454545,1108.5454545454545,433.0,0.0,0.0,0.0,1590.7490407200232,0.0,104010.61515151514,False
112,Permit REJECTED by BUDGET OWNER,task 427,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,926.0,854.0,933.0,170.0,745.0,921.0,853.0,557.0,235.51369209172196,235.51369209172196,235.51369209172196,553.2961121869723,235.51369209172196,70387.08333333333,False
113,Permit APPROVED by SUPERVISOR,missing,organizational unit 65456,STAFF MEMBER,SUPERVISOR,4241.0,913.5,992.5,183.5,161.5,980.5,912.5,456.5,0.0,0.0,0.0,2674.5552919984843,0.0,136370.26666666666,False
114,Permit FINAL_APPROVED by DIRECTOR,missing,organizational unit 65456,STAFF MEMBER,DIRECTOR,4241.0,913.5,992.5,183.5,161.5,980.5,912.5,456.5,0.0,0.0,0.0,2674.5552919984843,0.0,136370.26666666666,False
115,Declaration REJECTED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,956.0,885.0,964.0,170.0,300.0,952.0,884.0,364.0,390.74253065207967,390.74253065207967,390.74253065207967,3041.2636860349835,390.74253065207967,286624.01666666666,False
116,Send Reminder,missing,organizational unit 65454,SYSTEM,UNDEFINED,4241.0,1074.5,1153.5,82.5,191.25,1141.5,1073.5,408.0,0.0,0.0,0.0,756.0088613170274,0.0,102054.50416666667,False
117,start,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1323.9981096408317,1245.2362948960304,1322.3724007561436,107.86767485822307,179.6257088846881,1312.241965973535,1244.241965973535,451.8109640831758,827.7833978368395,827.7833978368395,827.7833978368395,1257.687896831586,827.7833978368395,112336.33122243227,True
118,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1323.5869565217392,1244.8007246376812,1322.0307971014493,106.84963768115942,175.68115942028984,1311.8061594202898,1243.8061594202898,451.7880434782609,837.8810270597949,837.8810270597949,837.8810270597949,1264.4246224998662,837.8810270597949,113117.89438405797,False
119,Permit APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,1323.7597042513862,1244.981515711645,1322.1682070240295,106.76524953789279,177.23105360443623,1311.9870609981515,1243.9870609981515,451.65249537892794,836.5259603999267,836.5259603999267,836.5259603999267,1271.1441630378786,836.5259603999266,113224.73795440543,False
120,Permit APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,1329.4842105263158,1250.6,1323.7526315789473,104.27368421052631,168.66842105263157,1317.6052631578948,1249.6052631578948,438.77894736842103,819.3020142500552,819.3020142500552,819.3020142500552,1378.2554004421904,819.3020142500552,136574.65526315788,False
121,Permit FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,1327.055900621118,1248.209109730849,1325.136645962733,106.04347826086956,179.55900621118013,1315.2194616977226,1247.2194616977226,452.5983436853002,724.6684108024767,724.6684108024767,724.6684108024767,1053.080391871926,724.6684108024767,108833.94202898549,False
122,Start trip,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1323.9981096408317,1245.2362948960304,1322.3724007561436,107.86767485822307,179.6257088846881,1312.241965973535,1244.241965973535,451.8109640831758,827.7833978368395,827.7833978368395,827.7833978368395,1257.687896831586,827.7833978368395,112336.33122243227,False
123,End trip,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1323.9981096408317,1245.2362948960304,1322.3724007561436,107.86767485822307,179.6257088846881,1312.241965973535,1244.241965973535,451.8109640831758,827.7833978368395,827.7833978368395,827.7833978368395,1257.687896831586,827.7833978368395,112336.33122243227,False
124,Declaration SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1320.2446958981614,1241.6336633663366,1317.6647807637908,106.26449787835926,175.87835926449787,1308.6478076379067,1240.6478076379067,452.1173974540311,895.9313181297834,895.9313181297834,895.9313181297834,1301.1568067683236,895.9313181297834,113618.15815652993,False
125,Declaration APPROVED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,1323.7579143389198,1245.0093109869647,1322.1750465549349,108.10614525139665,178.32588454376165,1312.0186219739292,1244.0186219739292,451.13035381750467,826.4368649077658,826.4368649077658,826.4368649077658,1252.961121320826,826.4368649077658,112505.75313469896,False
126,Declaration APPROVED by BUDGET OWNER,task 427,organizational unit 65456,STAFF MEMBER,BUDGET OWNER,1334.8702702702703,1255.8108108108108,1328.8,102.94054054054054,169.94594594594594,1322.8162162162162,1254.8162162162162,445.8378378378378,814.564817708368,814.564817708368,814.564817708368,1332.058335491016,814.564817708368,127071.4874774775,False
127,Declaration FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,1324.404296875,1245.642578125,1322.701171875,106.59765625,176.328125,1312.646484375,1244.646484375,451.640625,753.8143154609041,753.8143154609041,753.8143154609041,1174.961358638796,753.8143154609041,111943.8194986979,False
128,Request Payment,task 427,organizational unit 65456,SYSTEM,UNDEFINED,1323.9981096408317,1245.2362948960304,1322.3724007561436,107.86767485822307,179.6257088846881,1312.241965973535,1244.241965973535,451.8109640831758,827.7833978368395,827.7833978368395,827.7833978368395,1257.687896831586,827.7833978368395,112336.33122243227,False
129,Payment Handled,task 427,organizational unit 65456,SYSTEM,UNDEFINED,1323.9981096408317,1245.2362948960304,1322.3724007561436,107.86767485822307,179.6257088846881,1312.241965973535,1244.241965973535,451.8109640831758,827.7833978368395,827.7833978368395,827.7833978368395,1257.687896831586,827.7833978368395,112336.33122243227,False
130,archive_application,task 427,organizational unit 65456,SYSTEM,UNDEFINED,1323.9981096408317,1245.2362948960304,1322.3724007561436,107.86767485822307,179.6257088846881,1312.241965973535,1244.241965973535,451.8109640831758,827.7833978368395,827.7833978368395,827.7833978368395,1257.687896831586,827.7833978368395,112336.33122243227,False
131,Declaration REJECTED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,1309.1470588235295,1230.9705882352941,1303.4176470588236,100.44705882352942,168.14705882352942,1298.0,1230.0,455.2352941176471,1115.4520321310988,1115.4520321310988,1115.4520321310988,1453.3984719760076,1115.4520321310986,117132.04931372548,False
132,Declaration REJECTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1306.9375,1228.8352272727273,1301.5,101.36363636363636,165.05113636363637,1295.875,1227.875,453.6136363636364,1104.0326333617004,1104.0326333617004,1104.0326333617004,1435.400922264904,1104.0326333617004,117212.41960227274,False
133,Permit APPROVED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,1291.891304347826,1214.0217391304348,1293.3478260869565,127.02173913043478,180.32608695652175,1280.9782608695652,1212.9782608695652,443.54347826086956,1910.4907616976504,1910.4907616976504,1910.4907616976504,3406.0666989080173,1910.4907616976504,149111.4177536232,False
134,Permit FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65456,STAFF MEMBER,DIRECTOR,1291.891304347826,1214.0217391304348,1293.3478260869565,127.02173913043478,180.32608695652175,1280.9782608695652,1212.9782608695652,443.54347826086956,1910.4907616976504,1910.4907616976504,1910.4907616976504,3406.0666989080173,1910.4907616976504,149111.4177536232,False
135,Declaration APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,1311.764705882353,1233.0,1312.4705882352941,146.11764705882354,278.94117647058823,1300.0588235294117,1232.0588235294117,456.94117647058823,3055.558114100309,3055.558114100309,3055.558114100309,3749.2165765203176,3055.558114100309,124157.86078431373,False
136,Declaration FINAL_APPROVED by DIRECTOR,task 427,organizational unit 65458,STAFF MEMBER,DIRECTOR,1311.764705882353,1233.0,1312.4705882352941,146.11764705882354,278.94117647058823,1300.0588235294117,1232.0588235294117,456.94117647058823,3055.558114100309,3055.558114100309,3055.558114100309,3749.2165765203176,3055.558114100309,124157.86078431373,False
137,Permit REJECTED by BUDGET OWNER,missing,organizational unit 65466,STAFF MEMBER,BUDGET OWNER,1300.0,1220.8333333333333,1300.1666666666667,36.666666666666664,0.0,1287.6666666666667,1219.6666666666667,446.6666666666667,867.2266281677618,867.2266281677618,867.2266281677618,1902.146065687714,867.2266281677618,132303.8111111111,False
138,Permit REJECTED by EMPLOYEE,missing,organizational unit 65466,STAFF MEMBER,EMPLOYEE,1314.1304347826087,1234.7826086956522,1314.1739130434783,83.43478260869566,84.95652173913044,1301.7826086956522,1233.7826086956522,451.2608695652174,1070.1264991877674,1070.1264991877674,1070.1264991877674,1419.3693128703146,1070.1264991877674,131093.84710144927,False
139,Send Reminder,missing,organizational unit 65458,SYSTEM,UNDEFINED,1304.6666666666667,1226.3095238095239,1305.6666666666667,96.66666666666667,116.71428571428571,1293.3333333333333,1225.3333333333333,414.95238095238096,934.6039223887847,934.6039223887847,934.6039223887847,1233.442356561017,934.6039223887847,160385.15,False
140,Permit REJECTED by ADMINISTRATION,missing,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,1315.090909090909,1235.909090909091,1315.2727272727273,111.0,99.45454545454545,1302.909090909091,1234.909090909091,458.45454545454544,904.525669149683,904.525669149683,904.525669149683,933.9454014939921,904.525669149683,107863.13333333335,False
141,Permit REJECTED by SUPERVISOR,missing,organizational unit 65456,STAFF MEMBER,SUPERVISOR,1326.5,1246.6666666666667,1326.1666666666667,79.66666666666667,143.33333333333334,1313.8333333333333,1245.8333333333333,442.6666666666667,1576.627891944261,1576.627891944261,1576.627891944261,1826.536397576173,1576.627891944261,172473.525,False
142,Declaration REJECTED by BUDGET OWNER,missing,organizational unit 65455,STAFF MEMBER,BUDGET OWNER,1307.5,1230.0,1309.5,88.5,0.0,1298.0,1230.0,377.5,298.3883096924578,298.3883096924578,298.3883096924578,725.8640640855909,298.3883096924578,67874.85,False
143,Declaration REJECTED by SUPERVISOR,missing,organizational unit 65457,STAFF MEMBER,SUPERVISOR,1308.0,1230.0,1309.0,135.66666666666666,123.16666666666667,1297.0,1229.0,415.6666666666667,883.7337300661842,883.7337300661842,883.7337300661842,1011.9160995338915,883.7337300661842,142320.0861111111,False
144,Permit REJECTED by ADMINISTRATION,missing,organizational unit 65458,STAFF MEMBER,ADMINISTRATION,4241.0,1212.0,1291.0,165.0,0.0,1279.0,1211.0,422.0,0.0,0.0,0.0,541.1000407897271,0.0,129145.23333333334,False
145,Permit REJECTED by EMPLOYEE,missing,organizational unit 65458,STAFF MEMBER,EMPLOYEE,4241.0,1212.0,1291.0,165.0,0.0,1279.0,1211.0,422.0,0.0,0.0,0.0,541.1000407897271,0.0,129145.23333333334,False
146,start,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,1862.7926605504588,1765.6146788990825,1839.559633027523,100.07155963302752,186.61284403669725,1837.794495412844,1769.794495412844,413.4183486238532,752.8323267997416,752.8323267997416,752.8323267997416,1273.5780016585513,752.8323267997416,117073.02593272169,True
147,Start trip,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,1862.7926605504588,1765.6146788990825,1839.559633027523,100.07155963302752,186.61284403669725,1837.794495412844,1769.794495412844,413.4183486238532,752.8323267997416,752.8323267997416,752.8323267997416,1273.5780016585513,752.8323267997416,117073.02593272169,False
148,End trip,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,1862.7926605504588,1765.6146788990825,1839.559633027523,100.07155963302752,186.61284403669725,1837.794495412844,1769.794495412844,413.4183486238532,752.8323267997416,752.8323267997416,752.8323267997416,1273.5780016585513,752.8323267997416,117073.02593272169,False
149,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,1863.3853046594982,1766.2921146953406,1840.3548387096773,101.02150537634408,186.63620071684588,1838.3512544802868,1770.3512544802868,414.55913978494624,759.3064374710767,759.3064374710767,759.3064374710767,1307.690058371347,759.3064374710767,117648.52974910394,False
150,Permit APPROVED by ADMINISTRATION,task 427,organizational unit 65458,STAFF MEMBER,ADMINISTRATION,1863.781981981982,1766.6342342342343,1840.6702702702703,100.98918918918919,186.56936936936938,1838.7207207207207,1770.7207207207207,414.65765765765764,759.3990942078227,759.3990942078227,759.3990942078227,1307.9079157376705,759.3990942078227,117828.2978078078,False
151,Permit FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,1862.2650602409637,1764.6767068273093,1838.144578313253,96.88755020080322,187.74899598393574,1837.355421686747,1769.355421686747,413.40361445783134,688.6664530635944,688.6664530635944,688.6664530635944,1048.1923483613878,688.6664530635944,109855.05297858098,False
152,Declaration SUBMITTED by EMPLOYEE,task 427,organizational unit 65458,STAFF MEMBER,EMPLOYEE,1860.5432098765432,1764.721536351166,1837.5871056241426,100.43347050754458,183.6406035665295,1835.6049382716049,1767.6049382716049,412.77366255144034,796.9166512683682,796.9166512683682,796.9166512683682,1323.3664455347102,796.9166512683682,120898.3509373571,False
153,Declaration APPROVED by ADMINISTRATION,task 427,organizational unit 65458,STAFF MEMBER,ADMINISTRATION,1862.0412186379929,1765.0394265232974,1839.1021505376343,100.2078853046595,184.93548387096774,1837.1021505376343,1769.1021505376343,413.0017921146953,753.4579195608769,753.4579195608769,753.4579195608769,1269.8494134579826,753.457919560877,118192.96481481481,False
154,Declaration FINAL_APPROVED by SUPERVISOR,task 427,organizational unit 65458,STAFF MEMBER,SUPERVISOR,1862.641791044776,1765.3805970149253,1839.240671641791,99.44962686567165,187.90485074626866,1837.6492537313434,1769.6492537313434,413.70522388059703,717.2609292235336,717.2609292235336,717.2609292235336,1234.8860337698889,717.2609292235336,116691.96557835821,False
155,Request Payment,task 427,organizational unit 65458,SYSTEM,UNDEFINED,1862.7926605504588,1765.6146788990825,1839.559633027523,100.07155963302752,186.61284403669725,1837.794495412844,1769.794495412844,413.4183486238532,752.8323267997416,752.8323267997416,752.8323267997416,1273.5780016585513,752.8323267997416,117073.02593272169,False
156,Payment Handled,task 427,organizational unit 65458,SYSTEM,UNDEFINED,1862.7926605504588,1765.6146788990825,1839.559633027523,100.07155963302752,186.61284403669725,1837.794495412844,1769.794495412844,413.4183486238532,752.8323267997416,752.8323267997416,752.8323267997416,1273.5780016585513,752.8323267997416,117073.02593272169,False
157,archive_application,task 427,organizational unit 65458,SYSTEM,UNDEFINED,1862.7926605504588,1765.6146788990825,1839.559633027523,100.07155963302752,186.61284403669725,1837.794495412844,1769.794495412844,413.4183486238532,752.8323267997416,752.8323267997416,752.8323267997416,1273.5780016585513,752.8323267997416,117073.02593272169,False
158,Permit APPROVED by BUDGET OWNER,missing,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,1877.088669950739,1784.5467980295566,1863.5467980295566,109.23645320197045,179.04433497536945,1851.512315270936,1783.512315270936,405.9802955665025,753.9754630373225,753.9754630373225,753.9754630373225,1349.678337241699,753.9754630373225,128183.5724958949,False
159,Declaration REJECTED by ADMINISTRATION,task 427,organizational unit 65456,STAFF MEMBER,ADMINISTRATION,1855.654970760234,1763.6842105263158,1832.6432748538011,101.16959064327486,179.41520467836258,1830.719298245614,1762.719298245614,412.02923976608184,938.7293547349192,938.7293547349192,938.7293547349192,1498.0009712587691,938.7293547349192,129726.45302144249,False
160,Declaration REJECTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,1851.4254143646408,1759.6961325966852,1829.2099447513813,102.04419889502762,177.73480662983425,1826.7403314917126,1758.7403314917126,412.98342541436466,933.0523934763434,933.0523934763434,933.0523934763434,1459.9635489873513,933.0523934763434,129749.64060773481,False
161,Declaration APPROVED by BUDGET OWNER,task 427,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,1873.3816425120774,1781.0579710144928,1860.0579710144928,106.8792270531401,180.57487922705315,1848.024154589372,1780.024154589372,408.30434782608694,728.216240508371,728.216240508371,728.216240508371,1305.4371491902011,728.216240508371,126783.752979066,False
162,Send Reminder,missing,organizational unit 65458,SYSTEM,UNDEFINED,1841.0434782608695,1750.2608695652175,1829.2608695652175,96.41304347826087,170.2608695652174,1817.3478260869565,1749.3478260869565,389.5217391304348,648.6761062274725,648.6761062274725,648.6761062274725,1206.6747059284626,648.6761062274725,185715.62355072467,False
163,Permit APPROVED by SUPERVISOR,missing,organizational unit 65458,STAFF MEMBER,SUPERVISOR,1868.3829787234042,1775.5531914893618,1854.5531914893618,133.80851063829786,174.5744680851064,1842.4468085106382,1774.4468085106382,413.5744680851064,1432.7175421316838,1432.7175421316838,1432.7175421316838,3661.7068387221125,1432.7175421316838,193552.8244680851,False
164,Permit FINAL_APPROVED by DIRECTOR,missing,organizational unit 65458,STAFF MEMBER,DIRECTOR,1868.3829787234042,1775.5531914893618,1854.5531914893618,133.80851063829786,174.5744680851064,1842.4468085106382,1774.4468085106382,413.5744680851064,1432.7175421316838,1432.7175421316838,1432.7175421316838,3661.7068387221125,1432.7175421316838,193552.8244680851,False
165,Declaration APPROVED by SUPERVISOR,missing,organizational unit 65457,STAFF MEMBER,SUPERVISOR,1871.7777777777778,1779.5555555555557,1858.5555555555557,137.11111111111111,109.66666666666667,1846.4444444444443,1778.4444444444443,396.3333333333333,2871.3066713383496,2871.3066713383496,2871.3066713383496,3577.8996448055486,2871.3066713383496,139767.28703703705,False
166,Declaration FINAL_APPROVED by DIRECTOR,missing,organizational unit 65457,STAFF MEMBER,DIRECTOR,1871.7777777777778,1779.5555555555557,1858.5555555555557,137.11111111111111,109.66666666666667,1846.4444444444443,1778.4444444444443,396.3333333333333,2871.3066713383496,2871.3066713383496,2871.3066713383496,3577.8996448055486,2871.3066713383496,139767.28703703705,False
167,Declaration REJECTED by SUPERVISOR,missing,organizational unit 65456,STAFF MEMBER,SUPERVISOR,1810.5,1720.875,1799.875,105.375,186.25,1788.125,1720.125,404.875,872.0532957769683,872.0532957769683,872.0532957769683,1066.985540558087,872.0532957769683,132084.33541666667,False
168,Permit REJECTED by ADMINISTRATION,task 427,organizational unit 65454,STAFF MEMBER,ADMINISTRATION,1790.0,1703.0,1782.0,107.0,199.0,1770.0,1702.0,396.3333333333333,742.164941173077,742.164941173077,742.164941173077,1267.3864456014987,742.164941173077,84391.4388888889,False
169,Permit REJECTED by EMPLOYEE,missing,organizational unit 65458,STAFF MEMBER,EMPLOYEE,1888.2307692307693,1794.6923076923076,1873.6923076923076,140.84615384615384,187.6153846153846,1861.6923076923076,1793.6923076923076,462.38461538461536,1030.721077153972,1030.721077153972,1030.721077153972,2737.77243594625,1030.721077153972,141775.42051282048,False
170,Declaration REJECTED by BUDGET OWNER,missing,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,1862.6,1773.0,1852.0,106.8,0.0,1840.0,1772.0,380.6,631.8949285788805,631.8949285788805,631.8949285788805,1188.015496235829,631.8949285788805,218040.10999999996,False
171,Permit REJECTED by BUDGET OWNER,missing,organizational unit 65458,STAFF MEMBER,BUDGET OWNER,1802.6666666666667,1714.6666666666667,1793.6666666666667,165.66666666666666,0.0,1781.6666666666667,1713.6666666666667,483.6666666666667,889.055501100977,889.055501100977,889.055501100977,1556.734606674464,889.055501100977,116458.27777777777,False
172,Permit REJECTED by SUPERVISOR,task 427,organizational unit 65456,STAFF MEMBER,SUPERVISOR,1967.0,1868.2857142857142,1947.2857142857142,144.71428571428572,263.14285714285717,1935.2857142857142,1867.2857142857142,481.57142857142856,1215.1018108827816,1215.1018108827816,1215.1018108827816,3874.0969300676234,1215.1018108827818,177218.7595238095,False
173,start,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,2505.7996389891696,2199.2328519855596,2280.9693140794225,109.61191335740072,236.73285198555956,2354.1516245487364,2286.1516245487364,475.7725631768953,722.1998818746691,722.1998818746691,722.1998818746691,1197.1380943068289,722.1998818746691,105882.94795427196,True
174,Permit SUBMITTED by EMPLOYEE,task 427,organizational unit 65456,STAFF MEMBER,EMPLOYEE,2501.048780487805,2201.045296167247,2282.6620209059233,109.08362369337979,236.97212543554008,2352.9006968641115,2284.9006968641115,476.08710801393727,729.0596889514479,729.0596889514479,729.0596889514479,1189.8284283492026,729.0596889514478,105666.3818815331,False
